1;LOTE001;DEU-1000000;44638221;CTA-000000000001;2850590900000000000001;P00000000001;2026-10-01;2026-09-17;366232.47;EN_LEGALES;REF-POC-00000001;TRANSFERENCIA;PYME;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1000001;16064523;CTA-000000000002;2850590900000000000002;P00000000002;2026-10-02;2026-09-17;4971.85;PENDIENTE;REF-POC-00000002;VENTANILLA;CORPORATIVO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1000002;41512726;CTA-000000000003;2850590900000000000003;P00000000003;2026-10-03;2026-09-17;372420.91;EN_MORA;REF-POC-00000003;DEBITO;INDIVIDUO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100000;20000008;CTA-000000000008;2850590900000000000008;P00000000008;2026-10-08;2026-09-17;1586.00;CANCELADA;REF-POC-00000008;VENTANILLA;CORPORATIVO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100001;20000009;CTA-000000000009;2850590900000000000009;P00000000009;2026-10-09;2026-09-17;1659.25;EN_MORA;REF-POC-00000009;DEBITO;INDIVIDUO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100002;20000010;CTA-000000000010;2850590900000000000010;P00000000010;2026-10-10;2026-09-17;1732.50;EN_LEGALES;REF-POC-00000010;TRANSFERENCIA;PYME;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100003;20000011;CTA-000000000011;2850590900000000000011;P00000000011;2026-10-11;2026-09-17;1805.75;INCOBRABLE;REF-POC-00000011;VENTANILLA;CORPORATIVO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100004;20000012;CTA-000000000012;2850590900000000000012;P00000000012;2026-10-12;2026-09-17;1879.00;PENDIENTE;REF-POC-00000012;DEBITO;INDIVIDUO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100005;20000013;CTA-000000000013;2850590900000000000013;P00000000013;2026-10-13;2026-09-17;1952.25;EN_MORA;REF-POC-00000013;TRANSFERENCIA;PYME;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
1;LOTE001;DEU-1100006;20000014;CTA-000000000014;2850590900000000000014;P00000000014;2026-10-14;2026-09-17;2025.50;EN_LEGALES;REF-POC-00000014;VENTANILLA;CORPORATIVO;1;POC Entidad 001;C;" D";T;S0001;B001;0001;T001;0001;MENS;E001;POC_ENTIDAD_001.TXT;ASEGURADORA_POC_001;30500049001;012;012;NULL;NULL;NULL;NULL;NULL;NULL;C;ARS;NULL;NULL;000;"AR ";001
